date,rolling_beta
2001-11-12,0.24679660762023245
2001-11-13,0.24951262540528354
2001-11-14,0.24984808359524893
2001-11-15,0.25067080693716304
2001-11-16,0.2533239444978652
2001-11-19,0.2552442313546787
2001-11-20,0.25898332421021514
2001-11-21,0.26298640564780285
2001-11-23,0.2638154547768709
2001-11-26,0.2730986470806461
2001-11-27,0.2733708264712788
2001-11-28,0.2857566527575737
2001-11-29,0.28815408720952324
2001-11-30,0.2923274985215328
2001-12-03,0.2943791801502671
2001-12-04,0.29526666717832245
2001-12-05,0.2995348175480989
2001-12-06,0.30778255394338094
2001-12-07,0.31733713646814155
2001-12-10,0.3243277143951893
2001-12-11,0.39338750822180063
2001-12-12,0.39987502965887006
2001-12-13,0.40875237535351067
