ticker,date,close,shares,exposure,sharetrades,tradevalue,commission,interest,short_borrow_cost,margin_call
TLT,2003-01-10,38.205999999999946,1799,68732.59399999991,0,0,0,0,-0,FALSE
GLD,2003-01-10,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-10,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-10,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-13,0,0,-8550.531969292611,0,-0,0,-0,0,FALSE
VTI,2003-01-13,28.513999999999957,1394,39748.51599999994,0,0,0,0,-0,FALSE
TLT,2003-01-13,38.26899999999994,1799,68845.9309999999,0,0,0,0,-0,FALSE
GLD,2003-01-13,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-13,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-13,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-14,0,0,-14078.88299910284,0,-5527.905999999992,0,-0,0,FALSE
VTI,2003-01-14,28.641999999999957,1587,45454.853999999934,193,5527.905999999992,0.44502981023576704,0,-0,FALSE
TLT,2003-01-14,38.40299999999995,1799,69086.9969999999,0,0,0,0,-0,FALSE
GLD,2003-01-14,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-14,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-14,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-15,0,0,-14078.88299910284,0,-0,0,-0,0,FALSE
VTI,2003-01-15,28.361999999999956,1587,45010.49399999993,0,0,0,0,-0,FALSE
TLT,2003-01-15,38.590999999999944,1799,69425.2089999999,0,0,0,0,-0,FALSE
GLD,2003-01-15,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-15,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-15,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-16,0,0,-14078.88299910284,0,-0,0,-0,0,FALSE
VTI,2003-01-16,28.27999999999996,1587,44880.359999999935,0,0,0,0,-0,FALSE
TLT,2003-01-16,38.64399999999994,1799,69520.5559999999,0,0,0,0,-0,FALSE
GLD,2003-01-16,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-16,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-16,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-17,0,0,-14078.88299910284,0,-0,0,-0,0,FALSE
VTI,2003-01-17,27.867999999999952,1587,44226.51599999992,0,0,0,0,-0,FALSE
TLT,2003-01-17,38.83599999999994,1799,69865.96399999989,0,0,0,0,-0,FALSE
GLD,2003-01-17,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-17,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-17,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-21,0,0,-14078.88299910284,0,-0,0,-0,0,FALSE
VTI,2003-01-21,27.38999999999996,1587,43467.92999999994,0,0,0,0,-0,FALSE
TLT,2003-01-21,39.05999999999994,1799,70268.93999999989,0,0,0,0,-0,FALSE
GLD,2003-01-21,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-21,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-21,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-22,0,0,-14078.88299910284,0,-0,0,-0,0,FALSE
VTI,2003-01-22,27.10999999999996,1587,43023.569999999934,0,0,0,0,-0,FALSE
TLT,2003-01-22,39.251999999999946,1799,70614.3479999999,0,0,0,0,-0,FALSE
GLD,2003-01-22,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-22,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-22,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-23,0,0,-14078.88299910284,0,-0,0,-0,0,FALSE
VTI,2003-01-23,27.29199999999996,1587,43312.40399999994,0,0,0,0,-0,FALSE
TLT,2003-01-23,39.059999999999945,1799,70268.9399999999,0,0,0,0,-0,FALSE
GLD,2003-01-23,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-23,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-23,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-24,0,0,20991.764819101376,0,35073.67999999994,0,-0,0,FALSE
VTI,2003-01-24,26.671999999999958,272,7254.783999999989,-1315,-35073.67999999994,3.032181795726807,0,-0,FALSE
TLT,2003-01-24,39.291999999999945,1799,70686.3079999999,0,0,0,0,-0,FALSE
GLD,2003-01-24,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-24,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-24,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-27,0,0,18164.514819101383,0,-2826.8999999999955,0,-0,0,FALSE
VTI,2003-01-27,26.174999999999958,380,9946.499999999984,108,2826.8999999999955,0.35,0,-0,FALSE
TLT,2003-01-27,39.14899999999995,1799,70429.0509999999,0,0,0,0,-0,FALSE
GLD,2003-01-27,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-27,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-27,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-28,0,0,-36176.467013665235,0,-54338.81199999993,0,-0,0,FALSE
VTI,2003-01-28,26.418999999999954,380,10039.219999999983,0,0,0,0,-0,FALSE
TLT,2003-01-28,39.14899999999995,3187,124767.86299999984,1388,54338.81199999993,2.169832766685679,0,-0,FALSE
GLD,2003-01-28,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-28,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-28,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-29,0,0,-72454.92012356043,0,-36275.32399999994,0,-0,0,FALSE
VTI,2003-01-29,26.731999999999957,1737,46433.483999999924,1357,36275.32399999994,3.129109895255694,0,-0,FALSE
TLT,2003-01-29,38.934999999999945,3187,124085.84499999983,0,0,0,0,-0,FALSE
GLD,2003-01-29,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-29,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-29,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-30,0,0,-72454.92012356043,0,-0,0,-0,0,FALSE
VTI,2003-01-30,26.039999999999957,1737,45231.47999999992,0,0,0,0,-0,FALSE
TLT,2003-01-30,39.22499999999995,3187,125010.07499999985,0,0,0,0,-0,FALSE
GLD,2003-01-30,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-30,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-30,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-01-31,0,0,29332.25012063658,0,101791.21599999987,0,-0,0,FALSE
VTI,2003-01-31,26.464999999999957,1737,45969.70499999993,0,0,0,0,-0,FALSE
TLT,2003-01-31,39.33199999999995,599,23559.86799999997,-2588,-101791.21599999987,4.04575580286168,0,-0,FALSE
GLD,2003-01-31,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-01-31,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-01-31,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-03,0,0,29332.25012063658,0,-0,0,-0,0,FALSE
VTI,2003-02-03,26.56399999999996,1737,46141.66799999993,0,0,0,0,-0,FALSE
TLT,2003-02-03,39.38899999999995,599,23594.010999999973,0,0,0,0,-0,FALSE
GLD,2003-02-03,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-03,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-03,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-04,0,0,50379.46354299976,0,21048.047999999973,0,-0,0,FALSE
VTI,2003-02-04,26.68199999999996,1737,46346.63399999993,0,0,0,0,-0,FALSE
TLT,2003-02-04,39.56399999999995,67,2650.787999999997,-532,-21048.047999999973,0.8345776367961926,0,-0,FALSE
GLD,2003-02-04,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-04,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-04,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-05,0,0,49790.76854299976,0,-588.3449999999991,0,-0,0,FALSE
VTI,2003-02-05,26.154999999999962,1737,45431.234999999935,0,0,0,0,-0,FALSE
TLT,2003-02-05,39.22299999999994,82,3216.285999999995,15,588.3449999999991,0.35,0,-0,FALSE
GLD,2003-02-05,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-05,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-05,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-06,0,0,46745.76154299976,0,-3044.656999999996,0,-0,0,FALSE
VTI,2003-02-06,25.91499999999996,1737,45014.35499999993,0,0,0,0,-0,FALSE
TLT,2003-02-06,39.54099999999995,159,6287.018999999991,77,3044.656999999996,0.35,0,-0,FALSE
GLD,2003-02-06,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-06,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-06,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-07,0,0,-26970.816324111653,0,-73713.6599999999,0,-0,0,FALSE
VTI,2003-02-07,25.660999999999962,1737,44573.156999999934,0,0,0,0,-0,FALSE
TLT,2003-02-07,39.63099999999994,2019,80014.98899999988,1860,73713.6599999999,2.9178671115132286,0,-0,FALSE
GLD,2003-02-07,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-07,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-07,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-10,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-10,25.867999999999956,1737,44932.71599999992,0,0,0,0,-0,FALSE
TLT,2003-02-10,39.352999999999945,2019,79453.7069999999,0,0,0,0,-0,FALSE
GLD,2003-02-10,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-10,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-10,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-11,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-11,25.676999999999957,1737,44600.94899999993,0,0,0,0,-0,FALSE
TLT,2003-02-11,39.34399999999995,2019,79435.5359999999,0,0,0,0,-0,FALSE
GLD,2003-02-11,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-11,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-11,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-12,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-12,25.331999999999958,1737,44001.68399999993,0,0,0,0,-0,FALSE
TLT,2003-02-12,39.48299999999994,2019,79716.17699999988,0,0,0,0,-0,FALSE
GLD,2003-02-12,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-12,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-12,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-13,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-13,25.29199999999996,1737,43932.203999999925,0,0,0,0,-0,FALSE
TLT,2003-02-13,39.69799999999995,2019,80150.2619999999,0,0,0,0,-0,FALSE
GLD,2003-02-13,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-13,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-13,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-14,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-14,25.719999999999956,1737,44675.63999999993,0,0,0,0,-0,FALSE
TLT,2003-02-14,39.35799999999994,2019,79463.80199999988,0,0,0,0,-0,FALSE
GLD,2003-02-14,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-14,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-14,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-18,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-18,26.309999999999956,1737,45700.46999999992,0,0,0,0,-0,FALSE
TLT,2003-02-18,39.40699999999994,2019,79562.73299999988,0,0,0,0,-0,FALSE
GLD,2003-02-18,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-18,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-18,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-19,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-19,26.098999999999954,1737,45333.96299999992,0,0,0,0,-0,FALSE
TLT,2003-02-19,39.67599999999994,2019,80105.84399999988,0,0,0,0,-0,FALSE
GLD,2003-02-19,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-19,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-19,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-20,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-20,25.891999999999953,1737,44974.40399999992,0,0,0,0,-0,FALSE
TLT,2003-02-20,39.80999999999994,2019,80376.38999999987,0,0,0,0,-0,FALSE
GLD,2003-02-20,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-20,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-20,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-21,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-21,26.240999999999957,1737,45580.616999999926,0,0,0,0,-0,FALSE
TLT,2003-02-21,39.576999999999934,2019,79905.96299999987,0,0,0,0,-0,FALSE
GLD,2003-02-21,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-21,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-21,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-24,0,0,-26970.816324111653,0,-0,0,-0,0,FALSE
VTI,2003-02-24,25.709999999999958,1737,44658.269999999924,0,0,0,0,-0,FALSE
TLT,2003-02-24,39.76499999999994,2019,80285.53499999987,0,0,0,0,-0,FALSE
GLD,2003-02-24,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-24,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-24,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-25,0,0,-60461.52396786398,0,-33487.73999999995,0,-0,0,FALSE
VTI,2003-02-25,26.019999999999957,3024,78684.47999999986,1287,33487.73999999995,2.967643752373714,0,-0,FALSE
TLT,2003-02-25,39.948999999999934,2019,80657.03099999987,0,0,0,0,-0,FALSE
GLD,2003-02-25,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-25,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-25,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-26,0,0,-60461.52396786398,0,-0,0,-0,0,FALSE
VTI,2003-02-26,25.663999999999966,3024,77607.9359999999,0,0,0,0,-0,FALSE
TLT,2003-02-26,40.22699999999993,2019,81218.31299999986,0,0,0,0,-0,FALSE
GLD,2003-02-26,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-26,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-26,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-27,0,0,-98299.98785204277,0,-37835.11699999994,0,-0,0,FALSE
VTI,2003-02-27,25.96099999999996,2459,63838.0989999999,-565,-14667.964999999976,1.3028264814109862,0,-0,FALSE
TLT,2003-02-27,40.29399999999993,3322,133856.66799999977,1303,52503.081999999915,2.0440576974415983,0,-0,FALSE
GLD,2003-02-27,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-27,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-27,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-02-28,0,0,34383.99069922823,0,132689.88799999977,0,-0,0,FALSE
VTI,2003-02-28,26.05599999999996,1861,48490.21599999992,-598,-15581.487999999976,1.37889274336283,0,-0,FALSE
TLT,2003-02-28,40.549999999999926,434,17598.699999999968,-2888,-117108.39999999979,4.53055598540952,0,-0,FALSE
GLD,2003-02-28,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-02-28,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-02-28,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-03,0,0,36535.387699228224,0,2151.746999999996,0,-0,0,FALSE
VTI,2003-03-03,25.861999999999956,1861,48129.18199999992,0,0,0,0,-0,FALSE
TLT,2003-03-03,40.598999999999926,381,15468.218999999972,-53,-2151.746999999996,0.35,0,-0,FALSE
GLD,2003-03-03,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-03,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-03,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-04,0,0,39094.47569922822,0,2559.4379999999956,0,-0,0,FALSE
VTI,2003-03-04,25.495999999999952,1861,47448.05599999991,0,0,0,0,-0,FALSE
TLT,2003-03-04,40.62599999999993,318,12919.067999999977,-63,-2559.4379999999956,0.35,0,-0,FALSE
GLD,2003-03-04,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-04,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-04,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-05,0,0,39094.47569922822,0,-0,0,-0,0,FALSE
VTI,2003-03-05,25.650999999999957,1861,47736.51099999992,0,0,0,0,-0,FALSE
TLT,2003-03-05,40.760999999999925,318,12961.997999999976,0,0,0,0,-0,FALSE
GLD,2003-03-05,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-05,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-05,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-06,0,0,39094.47569922822,0,-0,0,-0,0,FALSE
VTI,2003-03-06,25.512999999999963,1861,47479.692999999934,0,0,0,0,-0,FALSE
TLT,2003-03-06,40.60399999999993,318,12912.071999999976,0,0,0,0,-0,FALSE
GLD,2003-03-06,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-06,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-06,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-07,0,0,-46876.57681683833,0,-85967.72999999985,0,-0,0,FALSE
VTI,2003-03-07,25.69099999999996,1861,47810.95099999993,0,0,0,0,-0,FALSE
TLT,2003-03-07,40.74299999999993,2428,98924.00399999983,2110,85967.72999999985,3.322516066696107,0,-0,FALSE
GLD,2003-03-07,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-07,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-07,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-10,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-10,25.064999999999962,1861,46645.96499999993,0,0,0,0,-0,FALSE
TLT,2003-03-10,40.95499999999992,2428,99438.7399999998,0,0,0,0,-0,FALSE
GLD,2003-03-10,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-10,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-10,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-11,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-11,24.863999999999965,1861,46271.90399999994,0,0,0,0,-0,FALSE
TLT,2003-03-11,40.88299999999993,2428,99263.92399999984,0,0,0,0,-0,FALSE
GLD,2003-03-11,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-11,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-11,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-12,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-12,24.95299999999996,1861,46437.53299999992,0,0,0,0,-0,FALSE
TLT,2003-03-12,41.03099999999992,2428,99623.2679999998,0,0,0,0,-0,FALSE
GLD,2003-03-12,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-12,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-12,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-13,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-13,25.792999999999957,1861,48000.77299999992,0,0,0,0,-0,FALSE
TLT,2003-03-13,40.27499999999992,2428,97787.69999999981,0,0,0,0,-0,FALSE
GLD,2003-03-13,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-13,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-13,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-14,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-14,25.891999999999953,1861,48185.011999999915,0,0,0,0,-0,FALSE
TLT,2003-03-14,40.47299999999992,2428,98268.44399999981,0,0,0,0,-0,FALSE
GLD,2003-03-14,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-14,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-14,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-17,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-17,26.615999999999953,1861,49532.37599999992,0,0,0,0,-0,FALSE
TLT,2003-03-17,39.986999999999924,2428,97088.43599999981,0,0,0,0,-0,FALSE
GLD,2003-03-17,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-17,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-17,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-18,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-18,26.856999999999953,1861,49980.87699999991,0,0,0,0,-0,FALSE
TLT,2003-03-18,39.60999999999993,2428,96173.07999999983,0,0,0,0,-0,FALSE
GLD,2003-03-18,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-18,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-18,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-19,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-19,26.961999999999954,1861,50176.28199999991,0,0,0,0,-0,FALSE
TLT,2003-03-19,39.31699999999993,2428,95461.67599999983,0,0,0,0,-0,FALSE
GLD,2003-03-19,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-19,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-19,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-20,0,0,-46876.57681683833,0,-0,0,-0,0,FALSE
VTI,2003-03-20,27.09399999999995,1861,50421.93399999991,0,0,0,0,-0,FALSE
TLT,2003-03-20,39.25399999999993,2428,95308.71199999982,0,0,0,0,-0,FALSE
GLD,2003-03-20,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-20,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-20,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-21,0,0,-42007.06264350501,0,4869.919999999992,0,-0,0,FALSE
VTI,2003-03-21,27.669999999999952,1685,46623.94999999992,-176,-4869.919999999992,0.405826666666666,0,-0,FALSE
TLT,2003-03-21,38.71399999999993,2428,93997.59199999983,0,0,0,0,-0,FALSE
GLD,2003-03-21,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-21,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-21,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-24,0,0,-10065.078197171115,0,31944.739999999943,0,-0,0,FALSE
VTI,2003-03-24,26.731999999999953,490,13098.679999999977,-1195,-31944.739999999943,2.7555536660505187,0,-0,FALSE
TLT,2003-03-24,39.32599999999993,2428,95483.52799999983,0,0,0,0,-0,FALSE
GLD,2003-03-24,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-24,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-24,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-25,0,0,-1733.2118619861594,0,8332.609999999982,0,-0,0,FALSE
VTI,2003-03-25,27.047999999999952,545,14741.159999999974,55,1487.6399999999974,0.35,0,-0,FALSE
TLT,2003-03-25,39.28099999999992,2178,85554.01799999982,-250,-9820.24999999998,0.39366481502691475,0,-0,FALSE
GLD,2003-03-25,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-25,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-25,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-26,0,0,-56291.1263406922,0,-54555.7319999999,0,-0,0,FALSE
VTI,2003-03-26,26.91599999999995,545,14669.219999999974,0,0,0,0,-0,FALSE
TLT,2003-03-26,39.36199999999993,3564,140286.16799999974,1386,54555.7319999999,2.182478706137841,0,-0,FALSE
GLD,2003-03-26,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-26,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-26,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-27,0,0,-102191.83340350766,0,-45898.44699999992,0,-0,0,FALSE
VTI,2003-03-27,26.862999999999953,475,12759.924999999977,-70,-1880.4099999999967,0.35,0,-0,FALSE
TLT,2003-03-27,39.38899999999993,4777,188161.25299999968,1213,47778.856999999916,1.9100628155339774,0,-0,FALSE
GLD,2003-03-27,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-27,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-27,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-28,0,0,-102191.83340350766,0,-0,0,-0,0,FALSE
VTI,2003-03-28,26.73499999999995,475,12699.124999999976,0,0,0,0,-0,FALSE
TLT,2003-03-28,39.47899999999993,4777,188591.18299999967,0,0,0,0,-0,FALSE
GLD,2003-03-28,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-28,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-28,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-03-31,0,0,-6355.549567661994,0,95848.14999999985,0,-0,0,FALSE
VTI,2003-03-31,26.253999999999955,2892,75926.56799999987,2417,63455.91799999989,5.5943504534004935,0,-0,FALSE
TLT,2003-03-31,39.99599999999993,794,31756.823999999946,-3983,-159304.06799999974,6.2718137007873915,0,-0,FALSE
GLD,2003-03-31,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-03-31,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-03-31,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-04-01,0,0,-6355.549567661994,0,-0,0,-0,0,FALSE
VTI,2003-04-01,26.633999999999954,2892,77025.52799999986,0,0,0,0,-0,FALSE
TLT,2003-04-01,39.88299999999994,794,31667.10199999995,0,0,0,0,-0,FALSE
GLD,2003-04-01,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-04-01,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-04-01,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-04-02,0,0,-18077.718240775885,0,-11721.69899999998,0,-0,0,FALSE
VTI,2003-04-02,27.24599999999995,2892,78795.43199999986,0,0,0,0,-0,FALSE
TLT,2003-04-02,39.466999999999935,1091,43058.49699999993,297,11721.69899999998,0.46967311390955846,0,-0,FALSE
GLD,2003-04-02,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-04-02,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-04-02,0,0,0,0,0,0,0,-0,FALSE
Cash,2003-04-03,0,0,-18077.718240775885,0,-0,0,-0,0,FALSE
VTI,2003-04-03,27.11399999999995,2892,78413.68799999986,0,0,0,0,-0,FALSE
TLT,2003-04-03,39.44499999999993,1091,43034.49499999992,0,0,0,0,-0,FALSE
GLD,2003-04-03,0,0,0,0,0,0,0,-0,FALSE
VIXY,2003-04-03,0,0,0,0,0,0,0,-0,FALSE
SVXY,2003-04-03,0,0,0,0,0,0,0,-0,FALSE
